State,Dates,cases,deaths,population,new_cases,new_deaths
CA,2022-09-04,10286359,94044,39512223,0.0,0.0
CA,2022-09-05,10309722,94165,39512223,23363.0,121.0
CA,2022-09-06,10309722,94165,39512223,0.0,0.0
CA,2022-09-07,10309722,94165,39512223,0.0,0.0
CA,2022-09-08,10309722,94165,39512223,0.0,0.0
CA,2022-09-09,10309722,94165,39512223,0.0,0.0
CA,2022-09-10,10325181,94370,39512223,15459.0,205.0
CA,2022-09-11,10325181,94370,39512223,0.0,0.0
CA,2022-09-12,10325181,94370,39512223,0.0,0.0
CA,2022-09-13,10325181,94370,39512223,0.0,0.0
CA,2022-09-14,10325181,94370,39512223,0.0,0.0
CA,2022-09-15,10350113,94562,39512223,24932.0,192.0
CA,2022-09-16,10350113,94562,39512223,0.0,0.0
CA,2022-09-17,10350113,94562,39512223,0.0,0.0
CA,2022-09-18,10350113,94562,39512223,0.0,0.0
CA,2022-09-19,10350113,94562,39512223,0.0,0.0
CA,2022-09-20,10350113,94562,39512223,0.0,0.0
CA,2022-09-21,10350113,94562,39512223,0.0,0.0
CA,2022-09-22,10379907,94811,39512223,29794.0,249.0
CA,2022-09-23,10379907,94811,39512223,0.0,0.0
CA,2022-09-24,10379907,94811,39512223,0.0,0.0
CA,2022-09-25,10405403,94969,39512223,25496.0,158.0
CA,2022-09-26,10406644,94972,39512223,1241.0,3.0
CA,2022-09-27,10407574,94972,39512223,930.0,0.0
CA,2022-09-28,10407574,94972,39512223,0.0,0.0
CA,2022-09-29,10407574,94972,39512223,0.0,0.0
CA,2022-09-30,10407574,94972,39512223,0.0,0.0
CA,2022-10-01,10407574,94972,39512223,0.0,0.0
CA,2022-10-02,10407574,94972,39512223,0.0,0.0
CA,2022-10-03,10407574,94972,39512223,0.0,0.0
CA,2022-10-04,10407574,94972,39512223,0.0,0.0
CA,2022-10-05,10432693,95221,39512223,25119.0,249.0
CA,2022-10-06,10432693,95221,39512223,0.0,0.0
CA,2022-10-07,10432693,95221,39512223,0.0,0.0
CA,2022-10-08,10432693,95221,39512223,0.0,0.0
CA,2022-10-09,10432693,95221,39512223,0.0,0.0
CA,2022-10-10,10432693,95221,39512223,0.0,0.0
CA,2022-10-11,10432693,95221,39512223,0.0,0.0
CA,2022-10-12,10432693,95221,39512223,0.0,0.0
CA,2022-10-13,10453927,95411,39512223,21234.0,190.0
CA,2022-10-14,10453927,95411,39512223,0.0,0.0
CA,2022-10-15,10453927,95411,39512223,0.0,0.0
CA,2022-10-16,10470596,95613,39512223,16669.0,202.0
CA,2022-10-17,10471402,95614,39512223,806.0,1.0
CA,2022-10-18,10472137,95614,39512223,735.0,0.0
CA,2022-10-19,10472137,95614,39512223,0.0,0.0
CA,2022-10-20,10472137,95614,39512223,0.0,0.0
CA,2022-10-21,10472137,95614,39512223,0.0,0.0
CA,2022-10-22,10472137,95614,39512223,0.0,0.0
CA,2022-10-23,10472137,95614,39512223,0.0,0.0
CA,2022-10-24,10493395,95862,39512223,21258.0,248.0
CA,2022-10-25,10494219,95862,39512223,824.0,0.0
CA,2022-10-26,10494219,95862,39512223,0.0,0.0
CA,2022-10-27,10494219,95862,39512223,0.0,0.0
CA,2022-10-28,10494219,95862,39512223,0.0,0.0
CA,2022-10-29,10494219,95862,39512223,0.0,0.0
CA,2022-10-30,10494219,95862,39512223,0.0,0.0
CA,2022-10-31,10494219,95862,39512223,0.0,0.0
CA,2022-11-01,10494219,95862,39512223,0.0,0.0
CA,2022-11-02,10494219,95862,39512223,0.0,0.0
CA,2022-11-03,10494219,95862,39512223,0.0,0.0
CA,2022-11-04,10514369,95990,39512223,20150.0,128.0
CA,2022-11-05,10514369,95990,39512223,0.0,0.0
CA,2022-11-06,10514369,95990,39512223,0.0,0.0
CA,2022-11-07,10514369,95990,39512223,0.0,0.0
CA,2022-11-08,10537666,96135,39512223,23297.0,145.0
CA,2022-11-09,10537666,96135,39512223,0.0,0.0
CA,2022-11-10,10537666,96135,39512223,0.0,0.0
CA,2022-11-11,10537666,96135,39512223,0.0,0.0
CA,2022-11-12,10537666,96135,39512223,0.0,0.0
CA,2022-11-13,10537666,96135,39512223,0.0,0.0
CA,2022-11-14,10577586,96621,39512223,39920.0,486.0
CA,2022-11-15,10584122,96633,39512223,6536.0,12.0
CA,2022-11-16,10568961,96301,39512223,-15161.0,-332.0
CA,2022-11-17,10568961,96301,39512223,0.0,0.0
CA,2022-11-18,10568961,96301,39512223,0.0,0.0
CA,2022-11-19,10568961,96301,39512223,0.0,0.0
CA,2022-11-20,10568961,96301,39512223,0.0,0.0
CA,2022-11-21,10568961,96301,39512223,0.0,0.0
CA,2022-11-22,10623263,96707,39512223,54302.0,406.0
CA,2022-11-23,10606260,96513,39512223,-17003.0,-194.0
CA,2022-11-24,10606260,96513,39512223,0.0,0.0
CA,2022-11-25,10606260,96513,39512223,0.0,0.0
CA,2022-11-26,10606260,96513,39512223,0.0,0.0
CA,2022-11-27,10606260,96513,39512223,0.0,0.0
CA,2022-11-28,10646486,96614,39512223,40226.0,101.0
CA,2022-11-29,10646802,96614,39512223,316.0,0.0
CA,2022-11-30,10646802,96614,39512223,0.0,0.0
CA,2022-12-01,10646802,96614,39512223,0.0,0.0
CA,2022-12-02,10646802,96614,39512223,0.0,0.0
CA,2022-12-03,10646802,96614,39512223,0.0,0.0
CA,2022-12-04,10646802,96614,39512223,0.0,0.0
CA,2022-12-05,10718960,96806,39512223,72158.0,192.0
CA,2022-12-06,10721202,96808,39512223,2242.0,2.0
CA,2022-12-07,10721202,96808,39512223,0.0,0.0
CA,2022-12-08,10721202,96808,39512223,0.0,0.0
CA,2022-12-09,10721202,96808,39512223,0.0,0.0
CA,2022-12-10,10721202,96808,39512223,0.0,0.0
