location,Dates,new_cases,new_deaths,new_cases_per_million,new_deaths_per_million,population
Pakistan,2022-08-21,416.0,3.0,1.764,0.013,235824864.0
Pakistan,2022-08-22,217.0,2.0,0.92,0.008,235824864.0
Pakistan,2022-08-23,278.0,2.0,1.179,0.008,235824864.0
Pakistan,2022-08-24,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-08-25,746.0,10.0,3.163,0.042,235824864.0
Pakistan,2022-08-26,290.0,2.0,1.23,0.008,235824864.0
Pakistan,2022-08-27,270.0,3.0,1.145,0.013,235824864.0
Pakistan,2022-08-28,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-08-29,396.0,1.0,1.679,0.004,235824864.0
Pakistan,2022-08-30,227.0,6.0,0.963,0.025,235824864.0
Pakistan,2022-08-31,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-01,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-02,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-03,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-04,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-05,1228.0,12.0,5.207,0.051,235824864.0
Pakistan,2022-09-06,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-07,332.0,1.0,1.408,0.004,235824864.0
Pakistan,2022-09-08,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-09,160.0,4.0,0.678,0.017,235824864.0
Pakistan,2022-09-10,295.0,1.0,1.251,0.004,235824864.0
Pakistan,2022-09-11,105.0,0.0,0.445,0.0,235824864.0
Pakistan,2022-09-12,99.0,1.0,0.42,0.004,235824864.0
Pakistan,2022-09-13,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-14,235.0,4.0,0.997,0.017,235824864.0
Pakistan,2022-09-15,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-16,202.0,1.0,0.857,0.004,235824864.0
Pakistan,2022-09-17,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-18,162.0,2.0,0.687,0.008,235824864.0
Pakistan,2022-09-19,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-20,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-21,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-22,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-23,375.0,5.0,1.59,0.021,235824864.0
Pakistan,2022-09-24,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-25,47.0,0.0,0.199,0.0,235824864.0
Pakistan,2022-09-26,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-27,94.0,0.0,0.399,0.0,235824864.0
Pakistan,2022-09-28,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-29,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-09-30,188.0,4.0,0.797,0.017,235824864.0
Pakistan,2022-10-01,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-02,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-03,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-04,180.0,3.0,0.763,0.013,235824864.0
Pakistan,2022-10-05,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-06,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-07,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-08,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-09,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-10,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-11,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-12,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-13,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-14,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-15,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-16,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-17,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-18,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-19,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-20,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-21,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-22,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-23,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-24,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-25,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-26,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-27,1144.0,6.0,4.851,0.025,235824864.0
Pakistan,2022-10-28,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-29,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-30,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-10-31,172.0,1.0,0.729,0.004,235824864.0
Pakistan,2022-11-01,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-02,73.0,1.0,0.31,0.004,235824864.0
Pakistan,2022-11-03,108.0,0.0,0.458,0.0,235824864.0
Pakistan,2022-11-04,46.0,0.0,0.195,0.0,235824864.0
Pakistan,2022-11-05,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-06,86.0,0.0,0.365,0.0,235824864.0
Pakistan,2022-11-07,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-08,25.0,0.0,0.106,0.0,235824864.0
Pakistan,2022-11-09,76.0,2.0,0.322,0.008,235824864.0
Pakistan,2022-11-10,41.0,0.0,0.174,0.0,235824864.0
Pakistan,2022-11-11,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-12,89.0,0.0,0.377,0.0,235824864.0
Pakistan,2022-11-13,41.0,0.0,0.174,0.0,235824864.0
Pakistan,2022-11-14,32.0,0.0,0.136,0.0,235824864.0
Pakistan,2022-11-15,32.0,0.0,0.136,0.0,235824864.0
Pakistan,2022-11-16,57.0,1.0,0.242,0.004,235824864.0
Pakistan,2022-11-17,25.0,0.0,0.106,0.0,235824864.0
Pakistan,2022-11-18,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-19,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-20,88.0,0.0,0.373,0.0,235824864.0
Pakistan,2022-11-21,25.0,0.0,0.106,0.0,235824864.0
Pakistan,2022-11-22,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-23,27.0,0.0,0.114,0.0,235824864.0
Pakistan,2022-11-24,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-25,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-26,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-11-27,159.0,0.0,0.674,0.0,235824864.0
Pakistan,2022-11-28,22.0,1.0,0.093,0.004,235824864.0
Pakistan,2022-11-29,39.0,0.0,0.165,0.0,235824864.0
Pakistan,2022-11-30,40.0,1.0,0.17,0.004,235824864.0
Pakistan,2022-12-01,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-02,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-03,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-04,65.0,0.0,0.276,0.0,235824864.0
Pakistan,2022-12-05,64.0,0.0,0.271,0.0,235824864.0
Pakistan,2022-12-06,28.0,2.0,0.119,0.008,235824864.0
Pakistan,2022-12-07,24.0,0.0,0.102,0.0,235824864.0
Pakistan,2022-12-08,18.0,1.0,0.076,0.004,235824864.0
Pakistan,2022-12-09,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-10,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-11,55.0,0.0,0.233,0.0,235824864.0
Pakistan,2022-12-12,7.0,0.0,0.03,0.0,235824864.0
Pakistan,2022-12-13,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-14,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-15,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-16,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-17,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-18,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-19,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-20,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-21,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-22,165.0,0.0,0.7,0.0,235824864.0
Pakistan,2022-12-23,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-24,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-25,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-26,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-27,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-28,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-29,121.0,1.0,0.513,0.004,235824864.0
Pakistan,2022-12-30,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2022-12-31,0.0,0.0,0.0,0.0,235824864.0
Pakistan,2023-01-01,45.0,0.0,0.191,0.0,235824864.0
Pakistan,2023-01-02,0.0,0.0,0.0,0.0,235824864.0
